0;0;
0.26253;-0.42402;
0.52693;-0.84656;
0.79296;-1.2678;
1.0604;-1.6877;
1.3291;-2.1066;
1.5988;-2.5245;
1.8693;-2.9416;
2.1404;-3.358;
2.4119;-3.7737;
2.6835;-4.189;
2.9551;-4.6039;
3.2264;-5.0186;
3.4974;-5.4332;
3.768;-5.8479;
4.0383;-6.2626;
4.3086;-6.6775;
4.5789;-7.0927;
4.8493;-7.5083;
5.12;-7.9244;
5.391;-8.341;
5.6623;-8.7581;
5.934;-9.1758;
6.2059;-9.5941;
6.4783;-10.013;
6.7509;-10.432;
7.0239;-10.852;
7.297;-11.272;
7.5703;-11.693;
7.8437;-12.114;
8.1171;-12.534;
8.3904;-12.955;
8.6636;-13.375;
8.9368;-13.796;
9.2098;-14.216;
9.4827;-14.636;
9.7555;-15.056;
10.028;-15.475;
10.301;-15.894;
10.574;-16.313;
10.846;-16.732;
11.119;-17.151;
11.392;-17.569;
11.666;-17.987;
11.939;-18.406;
12.213;-18.824;
12.487;-19.241;
12.762;-19.659;
13.036;-20.077;
13.31;-20.495;
13.585;-20.912;
13.859;-21.33;
14.134;-21.747;
14.409;-22.165;
14.683;-22.582;
14.958;-23;
15.233;-23.417;
15.507;-23.835;
15.782;-24.252;
16.057;-24.669;
16.331;-25.087;
16.606;-25.504;
16.881;-25.922;
17.156;-26.339;
17.43;-26.757;
17.705;-27.174;
17.979;-27.592;
18.254;-28.01;
18.528;-28.428;
18.802;-28.846;
19.076;-29.264;
19.349;-29.682;
19.623;-30.1;
19.896;-30.518;
20.169;-30.937;
20.441;-31.355;
20.714;-31.774;
20.986;-32.193;
21.258;-32.611;
21.529;-33.03;
21.801;-33.45;
22.072;-33.869;
22.343;-34.288;
22.614;-34.708;
22.885;-35.127;
23.155;-35.547;
23.426;-35.966;
23.697;-36.386;
23.967;-36.805;
24.238;-37.225;
24.508;-37.645;
24.779;-38.064;
25.049;-38.484;
25.32;-38.904;
25.591;-39.323;
25.861;-39.743;
26.132;-40.163;
26.403;-40.583;
26.674;-41.003;
26.945;-41.422;
27.216;-41.842;
27.487;-42.262;
27.758;-42.682;
28.029;-43.102;
28.3;-43.522;
28.571;-43.943;
28.842;-44.363;
29.113;-44.783;
29.384;-45.203;
29.655;-45.624;
29.927;-46.044;
30.198;-46.464;
30.469;-46.885;
30.74;-47.305;
31.012;-47.725;
31.283;-48.146;
31.554;-48.567;
31.825;-48.987;
32.096;-49.408;
32.367;-49.828;
32.638;-50.249;
32.909;-50.67;
33.18;-51.091;
33.451;-51.511;
33.722;-51.932;
33.993;-52.353;
34.264;-52.773;
34.535;-53.194;
34.806;-53.614;
35.078;-54.034;
35.35;-54.455;
35.621;-54.875;
35.893;-55.294;
36.165;-55.714;
36.438;-56.134;
36.71;-56.553;
36.982;-56.973;
37.255;-57.392;
37.528;-57.811;
37.801;-58.23;
38.074;-58.649;
38.347;-59.068;
38.62;-59.487;
38.893;-59.906;
39.166;-60.325;
39.439;-60.744;
39.713;-61.163;
39.986;-61.582;
40.259;-62.001;
40.533;-62.419;
40.806;-62.838;
41.079;-63.257;
41.353;-63.676;
41.626;-64.095;
41.899;-64.513;
42.173;-64.932;
42.446;-65.35;
42.719;-65.769;
42.992;-66.187;
43.266;-66.605;
43.539;-67.023;
43.812;-67.442;
44.085;-67.86;
44.358;-68.278;
44.631;-68.695;
44.904;-69.113;
45.177;-69.531;
45.45;-69.949;
45.722;-70.367;
45.994;-70.785;
46.266;-71.202;
46.538;-71.62;
46.81;-72.038;
47.082;-72.456;
47.354;-72.873;
47.626;-73.29;
47.898;-73.707;
48.17;-74.124;
48.442;-74.541;
48.715;-74.957;
48.987;-75.374;
49.26;-75.79;
49.532;-76.205;
49.805;-76.621;
50.078;-77.036;
50.351;-77.452;
50.624;-77.867;
50.896;-78.282;
51.169;-78.696;
51.441;-79.111;
51.713;-79.526;
51.986;-79.94;
52.258;-80.354;
52.53;-80.768;
52.802;-81.182;
53.073;-81.596;
53.345;-82.009;
53.617;-82.423;
53.888;-82.836;
54.159;-83.249;
54.43;-83.662;
54.701;-84.074;
54.972;-84.487;
55.242;-84.899;
55.513;-85.311;
55.783;-85.724;
56.053;-86.136;
56.323;-86.548;
56.592;-86.959;
56.861;-87.371;
57.131;-87.783;
57.399;-88.194;
57.668;-88.606;
57.937;-89.018;
58.205;-89.43;
58.473;-89.841;
58.742;-90.253;
59.01;-90.665;
59.277;-91.078;
59.545;-91.49;
59.813;-91.903;
60.08;-92.316;
60.347;-92.73;
60.615;-93.144;
60.881;-93.558;
61.148;-93.973;
61.414;-94.389;
61.68;-94.805;
61.945;-95.222;
62.21;-95.641;
62.474;-96.06;
62.737;-96.48;
63;-96.901;
63.261;-97.324;
63.522;-97.748;
63.782;-98.173;
64.04;-98.6;
64.297;-99.028;
64.553;-99.459;
64.807;-99.891;
65.06;-100.32;
65.31;-100.76;
