0.56741;-0.91023;
0.99582;-1.5859;
1.4278;-2.2592;
1.8626;-2.9307;
2.2994;-3.601;
2.7372;-4.2705;
3.1752;-4.94;
3.6128;-5.6097;
4.0498;-6.2798;
4.4864;-6.9501;
4.9227;-7.6207;
5.359;-8.2913;
5.7951;-8.9619;
6.2312;-9.6326;
6.6673;-10.303;
7.1033;-10.974;
7.5393;-11.645;
7.9752;-12.316;
8.4111;-12.986;
8.847;-13.657;
9.2829;-14.328;
9.7189;-14.999;
10.155;-15.669;
10.591;-16.34;
11.028;-17.01;
11.465;-17.68;
11.903;-18.35;
12.342;-19.019;
12.781;-19.688;
13.22;-20.356;
13.659;-21.025;
14.099;-21.693;
14.539;-22.362;
14.978;-23.03;
15.418;-23.698;
15.858;-24.367;
16.297;-25.035;
16.737;-25.703;
17.177;-26.371;
17.617;-27.04;
18.056;-27.708;
18.495;-28.377;
18.934;-29.046;
19.372;-29.716;
19.809;-30.385;
20.246;-31.055;
20.683;-31.726;
21.118;-32.397;
21.554;-33.068;
21.989;-33.739;
22.423;-34.411;
22.857;-35.083;
23.291;-35.756;
23.724;-36.428;
24.157;-37.1;
24.591;-37.773;
25.024;-38.445;
25.458;-39.117;
25.892;-39.79;
26.325;-40.462;
26.759;-41.134;
27.193;-41.806;
27.626;-42.479;
28.06;-43.151;
28.494;-43.823;
28.928;-44.495;
29.361;-45.168;
29.795;-45.84;
30.229;-46.512;
30.663;-47.184;
31.096;-47.856;
31.53;-48.529;
31.963;-49.201;
32.397;-49.874;
32.83;-50.546;
33.263;-51.219;
33.696;-51.892;
34.129;-52.564;
34.563;-53.236;
34.997;-53.908;
35.431;-54.58;
35.866;-55.252;
36.301;-55.923;
36.737;-56.594;
37.173;-57.265;
37.609;-57.935;
38.046;-58.606;
38.482;-59.276;
38.919;-59.946;
39.356;-60.616;
39.793;-61.286;
40.231;-61.956;
40.668;-62.626;
41.105;-63.296;
41.542;-63.966;
41.98;-64.636;
42.417;-65.306;
42.854;-65.976;
43.292;-66.645;
43.73;-67.315;
44.167;-67.985;
44.605;-68.654;
45.042;-69.324;
45.48;-69.994;
45.916;-70.664;
46.353;-71.335;
46.789;-72.005;
47.226;-72.676;
47.662;-73.346;
48.1;-74.016;
48.537;-74.686;
48.975;-75.355;
49.414;-76.024;
49.853;-76.693;
50.292;-77.362;
50.731;-78.03;
51.171;-78.699;
51.61;-79.367;
52.049;-80.036;
52.488;-80.705;
52.928;-81.373;
53.367;-82.042;
53.806;-82.711;
54.245;-83.379;
54.684;-84.048;
55.123;-84.717;
55.562;-85.386;
56;-86.055;
56.439;-86.724;
56.877;-87.394;
57.314;-88.063;
57.751;-88.733;
58.188;-89.403;
58.625;-90.074;
59.061;-90.744;
59.497;-91.415;
59.932;-92.087;
60.366;-92.759;
60.8;-93.431;
61.232;-94.104;
61.663;-94.778;
62.092;-95.454;
62.518;-96.13;
62.942;-96.809;
63.363;-97.489;
63.781;-98.171;
64.194;-98.856;
64.604;-99.544;
65.007;-100.23;
65.406;-100.93;
65.798;-101.63;
66.182;-102.33;
66.56;-103.03;
66.928;-103.74;
67.288;-104.46;
67.64;-105.18;
67.983;-105.9;
68.317;-106.62;
68.642;-107.36;
68.96;-108.09;
69.268;-108.83;
69.569;-109.57;
69.861;-110.31;
70.144;-111.06;
70.417;-111.81;
70.681;-112.57;
70.934;-113.33;
71.177;-114.09;
71.411;-114.86;
71.634;-115.62;
71.847;-116.4;
72.051;-117.17;
72.244;-117.95;
72.427;-118.72;
72.598;-119.51;
72.758;-120.29;
72.903;-121.08;
73.038;-121.86;
73.16;-122.66;
73.272;-123.45;
73.372;-124.24;
73.461;-125.04;
73.539;-125.83;
73.607;-126.63;
73.663;-127.43;
73.71;-128.23;
73.745;-129.03;
73.77;-129.82;
73.785;-130.62;
73.789;-131.42;
73.782;-132.22;
73.764;-133.02;
73.735;-133.82;
73.695;-134.62;
73.646;-135.42;
73.586;-136.22;
73.516;-137.02;
73.436;-137.81;
73.346;-138.61;
73.247;-139.4;
73.139;-140.19;
73.02;-140.98;
72.892;-141.77;
72.754;-142.56;
72.607;-143.35;
72.451;-144.13;
72.285;-144.92;
72.112;-145.7;
71.932;-146.48;
71.747;-147.25;
71.558;-148.03;
71.366;-148.81;
71.171;-149.58;
70.976;-150.36;
70.78;-151.14;
70.583;-151.91;
70.386;-152.69;
70.188;-153.46;
69.988;-154.24;
69.788;-155.01;
69.586;-155.79;
69.384;-156.56;
69.181;-157.33;
68.977;-158.11;
